index,Станок,Группа,Тип,Мощность,КПД,Точность,Автоматизация,Специализация,Масса,Классификация_по_массе,Длина,Ширина,Высота,Габаритный_диаметр,Город,Производитель,Тип_станка
893,С8С,1.0,6.0,2.2,0.75,Н,Ручной,Универсальный,680.0,Лёгкий,1884,717,1262,Ø 300,Болгария,None,Токарно-винторезный универсальный
894,СА500,1.0,6.0,7.5,0.75,П,Ручной,Универсальный,3000.0,Средний,2800-3880,1265,1385,Ø 500,Саста,None,Токарно-винторезный повышенной точности
895,СА562,1.0,6.0,7.5,0.75,П,Ручной,Универсальный,3000.0,Средний,2800-3880,1265,1485,Ø 500,Саста,None,Токарно-винторезный повышенной точности
896,СА564,1.0,6.0,11.0,0.75,П,Ручной,Универсальный,3100.0,Средний,2800-3880,1295,1575,Ø 500,Саста,None,Токарно-винторезный повышенной точности
897,СА600,1.0,6.0,11.0,0.75,П,Ручной,Универсальный,3100.0,Средний,2800-3880,1295,1510,Ø 500,Саста,None,Токарно-винторезный повышенной точности
898,СВ-20,2.0,9.0,1.1,0.75,Н,Ручной,Универсальный,860.0,Лёгкий,1800,1020,900,Ø 14,Йошкар-Ола,None,Сверлильный пятишпиндельный
899,СВМ1Ф4,6.0,1.0,5.5,0.75,Н,Ручной,Универсальный,3500.0,Средний,3680.0,4170.0,3150.0,Луганск,None,None,Фрезерный вертикальный с ЧПУ и АСИ
900,СИП-500,,,11.0,0.75,Н,Ручной,Универсальный,2500.0,Средний,2023.0,1422.0,1195.0,Дербент,None,None,Для испытания абразивных кругов
901,СИП-500М,,,11.0,0.75,Н,Ручной,Универсальный,2500.0,Средний,2023.0,1422.0,1195.0,Дербент,None,None,Для испытания абразивных кругов
902,СН,1.0,6.0,0.55,0.75,Н,Ручной,Универсальный,85.0,Лёгкий,625,380,226,Ø 175,Куйбышев (Самара),None,Токарно-винторезный настольный
903,СН-1,1.0,6.0,0.55,0.75,Н,Ручной,Универсальный,90.0,Лёгкий,625,380,226,Ø 175,Куйбышев (Самара),None,Токарно-винторезный настольный
904,СНВШ,2.0,9.0,0.6,0.75,Н,Ручной,Универсальный,85.0,Лёгкий,660,360,750,Ø 16,Ростов-на-Дону,None,Сверлильный настольный
905,СНВШ-2,2.0,9.0,0.75,0.75,Н,Ручной,Универсальный,110.0,Лёгкий,680,350,735,Ø 16,Ростов-на-Дону,None,Сверлильный настольный
906,СНС-12,2.0,9.0,0.55,0.75,Н,Ручной,Универсальный,120.0,Лёгкий,750,350,980,Ø 12,Алапаевск,None,Сверлильный настольный
907,СНС-12-01,2.0,9.0,0.55,0.75,Н,Ручной,Универсальный,155.0,Лёгкий,750,350,980,Ø 12,Алапаевск,None,Сверлильный настольный
908,СТМК-150,1.0,9.0,0.15,0.75,Н,Ручной,Универсальный,346.0,Лёгкий,540,300,270,Ø 140,Калибр,None,Токарный комбинированный настольный
909,СТМН-550,1.0,9.0,0.55,0.75,Н,Ручной,Универсальный,45.0,Лёгкий,810,310,320,Ø 180,Калибр,None,Токарный настольный
910,СТП-220,1.0,9.0,22.0,0.75,П,Ручной,Универсальный,6500.0,Средний,4750,2920,2500,Ø 400,Павлоград,None,Токарный патронно центровой с ЧПУ
911,СУ-500,1.0,6.0,7.5,0.75,Н,Ручной,Универсальный,2280.0,Средний,2435,1185,1304,Ø 440,Сливен - Болгария,None,Токарно-винторезный универсальный
912,СУ-500 (CU 500),1.0,6.0,7.5,0.75,Н,Ручной,Универсальный,2280.0,Средний,2435,1185,1304,Ø 515,Троян - Болгария,None,Токарно-винторезный универсальный
913,СУ400,1.0,6.0,7.5,0.75,Н,Ручной,Универсальный,2210.0,Средний,2435,1185,1286,Ø 300,Болгария,None,Токарно-винторезный универсальный
914,СУС-1,2.0,9.0,0.55,0.75,Н,Ручной,Универсальный,115.0,Лёгкий,795,370,960,Ø 12,Вильнюс,None,Сверлильный настольный
915,СФ-1,6.0,9.0,1.5,0.75,Н,Ручной,Универсальный,200.0,Лёгкий,825,710,1005,Ø 23,Орша,None,Сверлильно-фрезерный настольный
916,СФ-1 ИСП.07,6.0,9.0,1.5,0.75,Н,Ручной,Универсальный,150.0,Лёгкий,705,440,1005,Ø 23,Орша,None,Сверлильно-фрезерный настольный
917,СФ-15,6.0,1.0,5.5,0.75,Н,Ручной,Универсальный,3000.0,Средний,2000.0,2230.0,2030.0,320 х 1250,Луганск,None,Консольно-фрезерный вертикальный с поворотной головкой
918,СФ-16,6.0,9.0,1.7,0.75,Н,Ручной,Универсальный,420.0,Лёгкий,1260,1062,1145,Ø 12,Челябинск,None,Сверлильно-фрезерный настольный
919,СФ-16-02,6.0,9.0,1.5,0.75,Н,Ручной,Универсальный,440.0,Лёгкий,1200,1220,1230,Ø 16,Стерлитамак,None,Фрезерно-сверлильный настольный
920,СФ-16-05,6.0,9.0,1.5,0.75,Н,Ручной,Универсальный,480.0,Лёгкий,1250,1132,1240,Ø 16,Стерлитамак,None,Фрезерно-сверлильный настольный
921,СФ-250,6.0,7.0,2.2,0.75,Н,Ручной,Универсальный,850.0,Лёгкий,1120.0,1280.0,1690.0,245 х 630,Владимир,None,Фрезерный широкоуниверсальный
922,СФ-35,6.0,1.0,5.5,0.75,Н,Ручной,Универсальный,3050.0,Средний,2100.0,2250.0,2090.0,320 х 1250,Луганск,None,Консольно-фрезерный вертикальный с поворотной головкой
923,СФ-676,6.0,7.0,3.0,0.75,Н,Ручной,Универсальный,1050.0,Средний,1200.0,1240.0,1780.0,350 х 630,ГДР,None,Фрезерный широкоуниверсальный инструментальный
924,СФ-676 (2001),6.0,9.0,3.0,0.75,Н,Ручной,Универсальный,1050.0,Средний,1200.0,1240.0,1780.0,200 х 630,Иркутск,None,Фрезерный универсальный
925,СФ676,6.0,7.0,3.0,0.75,Н,Ручной,Универсальный,1050.0,Средний,1200.0,1240.0,1780.0,320 х 800,Вильнюс (Комунарас),Иркутск,Фрезерный широкоуниверсальный
926,Т-28,1.0,9.0,0.27,0.75,Н,Ручной,Универсальный,25.0,Лёгкий,650,255,222,Ø 170,Пенза,None,Токарный настольный часовой
927,Т-4,1.0,6.0,1.3,0.75,Н,Ручной,Универсальный,500.0,Лёгкий,1780,795,1250,Ø 320,None,None,Токарно-винторезный школьный
928,Т-65,1.0,9.0,0.25,0.75,Н,Ручной,Универсальный,19.0,Лёгкий,675,300,250,Ø 170,Пенза,None,Токарный настольный часовой
929,Т135В,1.0,6.0,2.1,0.75,Н,Ручной,Универсальный,1312.0,Средний,1610,745,1400,Ø 260,Савма,None,Токарно-винторезный универсальный
930,ТВ-11*,1.0,6.0,1.1,0.75,Н,Ручной,Универсальный,245.0,Лёгкий,1600,650,690,Ø 220,Ростов-на-Дону,None,Настольный токарно-винторезный учебный
931,ТВ-125П,1.0,6.0,1.7,0.75,П,Ручной,Универсальный,1100.0,Средний,1780,720,1265,Ø 260,Савма,None,Токарно-винторезный универсальный
932,ТВ-16,1.0,6.0,0.4,0.75,ТУ ТВ-16-0001,Ручной,Универсальный,180.0,Лёгкий,1150,600,1200,Ø 160,Алма-Ата,None,Настольный токарно-винторезный
933,ТВ-320,1.0,6.0,2.8,0.75,Н,Ручной,Универсальный,900.0,Лёгкий,1610,950,1250,Ø 320,Уфа,None,Токарно-винторезный универсальный
934,ТВ-320П,1.0,6.0,2.8,0.75,П,Ручной,Универсальный,900.0,Лёгкий,1800,950,1250,Ø 320,Уфа,None,Токарно-винторезный универсальный
935,ТВ-4,1.0,6.0,1.0,0.75,Н,Ручной,Универсальный,280.0,Лёгкий,1440,470,1020,Ø 270,Луганск,None,Токарно-винторезный малогабаритный
936,ТВ-6,1.0,6.0,1.1,0.75,Н,Ручной,Универсальный,300.0,Лёгкий,1100,470,110,Ø 270,Луганск,None,Токарно-винторезный малогабаритный
937,ТВ-6М,1.0,6.0,1.1,0.75,Н,Ручной,Универсальный,280.0,Лёгкий,1100,470,1020,Ø 200,Дубно,None,Учебный токарно-винторезный
938,ТВ-7,1.0,6.0,1.1,0.75,Н,Ручной,Универсальный,400.0,Лёгкий,1050,535,1200,Ø 270,Луганск,None,Токарно-винторезный малогабаритный
939,ТВ-7М,1.0,6.0,0.75,0.75,Н,Ручной,Универсальный,220.0,Лёгкий,1120,640,680,Ø 220,Москва,None,Токарно-винторезный настольный
940,ТВ-9,1.0,6.0,1.1,0.75,Н,Ручной,Универсальный,230.0,Лёгкий,1405,620,730,Ø 220,Москва,None,Токарно-винторезный настольный
941,ТВШ-3,1.0,6.0,0.6,0.75,Н,Ручной,Универсальный,180.0,Лёгкий,1100,400,1150,Ø 100,None,None,Токарно-винторезный школьный
942,ТМНС-12,2.0,9.0,0.55,0.75,Н,Ручной,Универсальный,130.0,Лёгкий,770,370,860,Ø 12,Чайковский,None,Сверлильный настольный
943,ТН-1,1.0,6.0,5.5,0.75,Н,Ручной,Универсальный,85.0,Лёгкий,825,410,300,Ø 150,Мичуринск,None,Токарно-винторезный настольный универсальный
944,ТН-1М,1.0,6.0,0.55,0.75,Н,Ручной,Универсальный,80.0,Лёгкий,825,410,280,Ø 150,Мичуринск,None,Токарно-винторезный настольный универсальный
945,ТНП-111,1.0,9.0,0.75,0.75,Н,Ручной,Универсальный,90.0,Лёгкий,860,485,300,Ø 150,РСЗ,None,Токарный настольный
946,ТНШ,1.0,9.0,0.25,0.75,Н,Ручной,Универсальный,30.0,Лёгкий,625,380,226,Ø 125,Первомайск,None,Токарный настольный
947,ТПК-125ВН2,1.0,9.0,2.0,0.75,В,Ручной,Универсальный,2100.0,Средний,1680,920,1520,Ø 125,Савма,None,Токарный патронно центровой с ЧПУ
948,ТПК-125ПН2,1.0,9.0,2.0,0.75,П,Ручной,Универсальный,2100.0,Средний,1680,920,1520,Ø 125,Савма,None,Токарный патронно центровой с ЧПУ
949,ТС-1,1.0,6.0,0.25,0.75,Н,Ручной,Универсальный,135.0,Лёгкий,1160,540,1200,Ø 160,Алма-Ата,None,Настольный токарно-винторезный
950,ТС-135М,1.0,6.0,2.8,0.75,П,Ручной,Универсальный,800.0,Лёгкий,1725,860,1400,Ø 260,Кимры,None,Токарно-винторезный универсальный
951,ТС-6010С,,,0.1,0.75,Н,Ручной,Универсальный,18.0,Лёгкий,180.0,200.0,150.0,Ø 49 Энергомаш,Штурм,None,Заточной настольный
952,ТС-70,1.0,6.0,11.0,0.75,Н,Ручной,Универсальный,3080.0,Средний,1680,920,1520,Ø 435,Челябинск,None,Токарно-винторезный универсальный
953,ТС-75,1.0,6.0,11.0,0.75,Н,Ручной,Универсальный,2650.0,Средний,1680,920,1520,Ø 435,Челябинск,None,Токарно-винторезный универсальный
954,ТС-75-01,1.0,6.0,11.0,0.75,Н,Ручной,Универсальный,2680.0,Средний,1680,920,1520,Ø 435,Челябинск,None,Токарно-винторезный универсальный
955,ТС-75-02,1.0,6.0,11.0,0.75,Н,Ручной,Универсальный,2680.0,Средний,1680,920,1520,Ø 435,Челябинск,None,Токарно-винторезный универсальный
956,ТС135М,1.0,6.0,2.8,0.75,П,Ручной,Универсальный,800.0,Лёгкий,1725,860,1400,Ø 260,Савма,None,Токарно-винторезный универсальный
957,ТС1625Ф3,1.0,9.0,10.0,0.75,H,Ручной,Универсальный,3380.0,Средний,2775-3475,1585,1670,Ø 400,Тверь,None,Токарный патронно-центровой с ЧПУ
